,news_id,title,abstract,category
549,N8587,Tropical storm warnings issued from Louisiana to Florida as storm takes aim,"Storm surge warnings have been issued from Apalachicola to Clearwater, Florida.",weather
551,N63632,Phil Murphy says NJ still has a long way to go to deal with the next Superstorm Sandy,More branches of state government will have to take into account climate change when making key decisions on development and planning.,weather
560,N30806,Dallas Man Dies From Fall Off Washington State Mountains,Rescue personnel said it appeared Colburn had slipped and fallen several hundred feet from the Cascade Mountains.,weather
566,N31288,This Is Crazy!' Shopping Center Destroyed by North Dallas Tornado,"Three tornadoes swept through the Dallas, Texas, area on the evening of October 20, uprooting trees, snapping utility poles, and damaging buildings, according to reports. On October 21, the morning after the tornadoes touched down, Dallas resident Jacyln Ram and her husband decided to walk to a nearby shopping center to see how badly it had been damaged. Ram recorded a video that shows ruined storefronts, broken windows, collapsed roofs, and other damage that had been done to the North Dallas shops. Dallas Mayor Eric Johnson said there were no fatalities or serious injuries in a press conference on October 21, and local officials are continuing to gauge the damage according to reports. The National Weather service said the damage found throughout the Dallas area was consistent with an EF-3 tornado in North Dallas, an EF-1 tornado near Rowlett, and an EF-0 tornado north of Wills Point. Credit: Jacyln Ram via Storyful",weather
574,N2891,"40,000 California Residents Ordered to Evacuate as Firefighters Work to Contain Tick Fire","California firefighters worked overnight October 24 to 25 to contain a raging blaze dubbed the Tick Fire that ignited close to Tick Canyon Road near Agua Dulce. A video shared by Michael Dubron, a firefighter/paramedic with the Los Angeles County fire department, showed water being dumped from a plane over the fire, which had spread to 4,300 acres by 7 am on October 25, authorities said. The fire started at 1.24 pm on October 24 but only five percent of it has been contained. Approximately 40,000 residents in the area were under an evacuation order on October 25. Nearly 600 firefighters have been deployed to the area. The LA County Fire Department said erratic winds were posing a challenge to firefighters, as ""they may change direction and intensify, posing a greater threat to homes."" The Los Angeles Daily News reported that the fire had jumped the 14 Freeway early on the morning of October 25 and threatened even more homes. Credit: Michael Dubron via Storyful",weather
578,N55910,Flooding a concern as Halloween night storm moves through area,A flash flood advisory has replaced a tornado watch in central Pa.,weather
584,N63999,Widespread Damage Reported as Tornado Makes Its Way Through North Dallas,"A tornado hit north Dallas late on October 20, with initial reports suggesting it had caused ""widespread damage"" in the region. Local media noted, ""multiple reports of damage were made along Interstate-635 in North Dallas   where cars, houses and businesses all were destroyed."" Dallas resident Philip Ellis captured footage of the tornado touching down in the city, posting it to Facebook with the warning: ""take cover Dallas."" In the early hours of October 21, the National Weather Service stated that a ""fast-moving line of storms"" was continuing to move rapidly east at 50-55mph throughout northern and central Texas. Credit: Philip Ellis via Storyful",weather
585,N41148,More snow could fall this week; where and how much remain big questions,"A complex storm system will approach southern Wisconsin later this week, likely bringing more snow. Where and how much remain questions.",weather
587,N2523,"Before temperatures plunge next week, drenching storms will soak the central US this weekend",Temperatures will tumble in the central United States behind a storm set to bring rain and locally severe thunderstorms from Sunday into Monday.,weather
599,N29415,Dynamic' Getty Fire in Los Angeles drives more evacuations in California; Kincade Fire continues assault,Residents who evacuated a sprawling Northern California wildfire were rocked by another slap from Mother Nature - a 3.3 magnitude earthquake.,weather
605,N55241,Snow and thunder make for a pretty rare storm in the Texas Panhandle,"Amarillo, Texas, just experienced a rare first snow in October. On top of that, it was a thundersnow. Here's what that means.",weather
614,N58191,"Hot again: Another month, another global heat record reached","WASHINGTON (AP)   Scientists say the globe sizzled to a record tying hot month in September, driven partly by a sweaty United States. The National Oceanic and Atmospheric Administration says 2019 tied with 2015 for the hottest September on record globally. September averaged 60.71 degrees (15.95 Celsius), 1.71 degrees (0.95 Celsius) higher than the 20th century average. Temperatures on land were the hottest on record for September, with records...",weather
615,N58805,"Severe Weather Downs Trees, Causes Power Outages And Airport Ground Stop",Some North Texans were greeted by remnants of storm damage Friday morning.,weather
616,N41838,What is a nor'easter?,CNN's Jennifer Gray explains what defines a storm as a nor'easter -- and it's not as simple as the storm hitting the Northeast.,weather
623,N48913,"Power shutoffs could affect over 300,000 Southern California Edison customers amid increased fire danger",,weather
624,N12209,Possible tornadoes and damaging winds across the South; fire danger for California,"Nestor made landfall on Saturday in St. Vincent Island, Florida as a Post Tropical Low Pressure System. There were 7 reported tornadoes on Friday night and Saturday",weather
625,N29335,"Here's what has been damaged so far in the Kincade, Bay Area fires","The Kincade Fire in Sonoma County continued to spread as new fires popped up left and right around the Bay Area Sunday. Each new fire spread rapidly, high winds making it harder for firefighters to get flames under control. The Kincade Fire has burned more than 54,000 acres near Geyserville and the Alexander Valley, forcing the evacuation of nearly 200,000 people. It was only 5% contained as of Sunday night. As fires continue to rage, we don't...",weather
631,N61739,National Weather Service confirms a tornado touched down in Seminole,"After a night of severe weather that caused significant damage to the 12 Oaks Mobile Home Park in Seminole, the National Weather Service confirmed that a tornado touched down in the area. The National Weather Service made the determination based off of photos of damage in the area from the media, public, and first responders. It added that the damage was consistent with an EF-0 tornado packing maximum winds of 70 mph.",weather
